PV power,Direct-in-plane,Sun Height,Air Temperature,Wind speed,month,day,hour_minute
175.6,237.6,14.27,7.32,1.45,4,17,7
377.72,457.51,23.23,9.92,1.79,4,17,8
462.0,556.08,31.69,12.04,2.55,4,17,9
438.72,531.08,39.08,13.72,3.03,4,17,10
352.67,430.04,44.61,14.84,3.52,4,17,11
342.09,418.66,47.42,15.69,4.0,4,17,12
147.6,191.27,46.89,15.59,3.79,4,17,13
174.67,222.58,43.15,15.58,4.07,4,17,14
77.54,108.65,36.94,14.72,4.41,4,17,15
51.58,77.22,29.15,13.37,3.93,4,17,16
32.1,52.98,20.48,12.18,3.66,4,17,17
15.05,30.53,11.46,11.22,3.72,4,17,18
0.0,1.66,2.51,10.9,3.17,4,17,19
0.0,5.39,5.57,7.59,3.03,4,18,6
14.6,29.63,14.58,8.53,2.34,4,18,7
64.14,90.69,23.54,8.85,2.69,4,18,8
42.11,64.65,32.01,9.11,2.55,4,18,9
45.81,69.14,39.41,9.28,2.76,4,18,10
91.93,123.02,44.96,9.52,3.45,4,18,11
101.2,133.8,47.77,9.82,3.52,4,18,12
132.43,169.72,47.23,10.22,3.45,4,18,13
132.88,170.61,43.45,10.75,3.45,4,18,14
129.28,167.02,37.22,11.49,3.45,4,18,15
56.53,82.61,29.4,11.54,3.17,4,18,16
28.68,48.49,20.72,11.17,2.41,4,18,17
9.41,22.45,11.7,10.89,2.14,4,18,18
0.0,3.32,2.76,10.16,2.14,4,18,19
8.41,20.65,5.88,6.77,2.21,4,19,6
51.04,75.21,14.89,7.72,2.69,4,19,7
92.38,123.23,23.85,9.0,3.66,4,19,8
73.9,102.37,32.34,9.88,3.59,4,19,9
73.64,102.37,39.75,10.63,3.72,4,19,10
212.13,261.61,45.31,11.54,3.79,4,19,11
270.46,329.64,48.12,12.15,3.59,4,19,12
269.28,329.43,47.56,13.25,4.0,4,19,13
145.11,186.78,43.76,13.76,4.07,4,19,14
228.19,282.72,37.5,14.14,3.93,4,19,15
151.54,194.49,29.66,13.92,3.52,4,19,16
63.41,91.59,20.96,13.75,3.24,4,19,17
17.48,34.12,11.94,13.27,2.62,4,19,18
0.0,2.49,3.0,12.13,2.21,4,19,19
18.87,37.39,6.19,7.0,2.62,4,20,6
113.76,151.61,15.19,6.93,2.28,4,20,7
415.95,495.12,24.16,7.93,2.97,4,20,8
548.35,650.98,32.65,9.1,3.03,4,20,9
752.02,917.37,40.08,10.49,3.03,4,20,10
803.16,992.77,45.66,11.76,3.24,4,20,11
841.28,1050.58,48.47,12.87,3.38,4,20,12
804.24,1002.22,47.89,13.72,3.45,4,20,13
739.29,912.98,44.06,14.29,3.59,4,20,14
607.23,738.36,37.77,14.46,3.86,4,20,15
433.05,528.23,29.91,14.25,4.07,4,20,16
210.87,285.86,21.2,13.69,4.07,4,20,17
34.3,70.4,12.17,12.87,3.45,4,20,18
4.11,14.09,3.25,11.8,3.31,4,20,19
22.62,43.59,6.49,4.98,2.9,4,21,6
161.23,211.37,15.5,5.52,2.55,4,21,7
406.08,480.51,24.47,7.34,3.45,4,21,8
551.37,650.88,32.97,9.23,3.86,4,21,9
669.5,804.38,40.41,11.0,3.93,4,21,10
306.89,371.53,46.0,12.33,3.86,4,21,11
657.47,803.71,48.81,13.41,3.66,4,21,12
607.2,743.91,48.22,14.28,3.38,4,21,13
521.58,637.07,44.36,14.67,3.1,4,21,14
162.11,207.81,38.04,14.83,2.9,4,21,15
214.57,269.21,30.16,14.8,2.83,4,21,16
66.84,96.08,21.44,14.67,2.83,4,21,17
27.55,47.59,12.41,14.09,2.41,4,21,18
5.05,15.75,3.49,12.99,2.41,4,21,19
16.81,32.95,6.79,6.64,2.14,4,22,6
66.12,92.79,15.79,6.82,2.28,4,22,7
244.31,294.67,24.77,7.93,2.9,4,22,8
396.72,470.6,33.28,9.39,2.97,4,22,9
713.55,869.72,40.74,11.08,2.97,4,22,10
797.08,992.37,46.34,12.59,2.97,4,22,11
774.44,970.65,49.16,13.92,2.9,4,22,12
521.58,639.55,48.54,14.7,2.83,4,22,13
576.61,711.39,44.66,15.32,2.76,4,22,14
348.49,427.99,38.31,15.59,2.76,4,22,15
260.66,325.0,30.4,15.67,2.76,4,22,16
198.06,268.45,21.68,15.16,2.69,4,22,17
53.67,85.67,12.64,14.48,2.48,4,22,18
5.53,16.58,3.73,13.53,2.48,4,22,19
23.72,43.7,7.09,7.3,1.24,4,23,6
156.29,207.18,16.09,8.02,1.03,4,23,7
312.48,379.33,25.07,9.48,1.24,4,23,8
443.59,537.91,33.59,11.44,1.45,4,23,9
440.02,537.81,41.06,13.03,1.59,4,23,10
596.67,747.06,46.67,14.33,1.45,4,23,11
616.24,782.39,49.49,15.6,1.24,4,23,12
712.5,930.14,48.87,16.44,0.9,4,23,13
618.62,800.53,44.95,16.98,0.55,4,23,14
461.44,586.57,38.57,17.38,0.34,4,23,15
386.96,493.0,30.65,17.5,0.48,4,23,16
125.21,169.85,21.91,17.32,0.83,4,23,17
4.64,15.27,12.88,16.84,1.17,4,23,18
0.0,2.49,3.97,15.99,1.31,4,23,19
21.46,39.54,7.38,8.02,0.9,4,24,6
136.17,181.44,16.38,8.76,0.48,4,24,7
313.04,384.7,25.36,10.53,0.34,4,24,8
369.12,453.22,33.89,12.29,0.48,4,24,9
406.49,503.77,41.37,14.15,0.69,4,24,10
666.56,860.09,47.0,15.47,0.76,4,24,11
413.17,518.58,49.83,16.26,0.76,4,24,12
332.49,417.32,49.19,16.59,0.83,4,24,13
412.99,518.24,45.24,16.81,0.9,4,24,14
371.27,465.36,38.83,17.16,0.97,4,24,15
108.76,147.48,30.89,16.97,1.17,4,24,16
129.68,174.75,22.14,16.8,1.38,4,24,17
29.24,50.29,13.11,16.57,1.24,4,24,18
0.0,4.97,4.2,16.15,0.83,4,24,19
28.07,52.31,7.67,8.69,0.97,4,25,6
165.12,220.92,16.66,10.04,0.9,4,25,7
395.73,486.96,25.65,11.81,0.97,4,25,8
572.45,711.69,34.19,13.46,1.1,4,25,9
667.72,846.96,41.68,15.01,1.31,4,25,10
593.87,749.87,47.33,16.46,1.59,4,25,11
517.84,650.93,50.16,17.37,1.72,4,25,12
666.51,855.34,49.5,17.91,1.72,4,25,13
403.39,504.89,45.53,18.44,1.93,4,25,14
400.34,499.83,39.1,18.16,1.93,4,25,15
256.83,324.81,31.13,17.54,1.72,4,25,16
58.63,87.1,22.37,16.66,1.24,4,25,17
35.56,58.47,13.34,16.11,0.69,4,25,18
2.64,11.61,4.44,15.99,0.9,4,25,19
7.16,18.86,7.95,8.15,0.83,4,26,6
50.22,74.53,16.94,9.15,0.83,4,26,7
142.17,181.51,25.93,9.79,0.97,4,26,8
114.91,150.86,34.48,10.84,1.03,4,26,9
65.4,93.39,41.99,11.59,1.1,4,26,10
68.97,97.88,47.65,12.32,1.31,4,26,11
77.95,108.65,50.48,12.82,1.59,4,26,12
73.57,103.27,49.81,12.53,2.21,4,26,13
82.85,114.04,45.82,12.37,2.55,4,26,14
59.33,86.2,39.35,12.13,2.55,4,26,15
60.9,88.0,31.37,11.93,2.55,4,26,16
51.23,76.33,22.6,11.57,2.48,4,26,17
17.0,33.22,13.56,11.23,2.28,4,26,18
1.49,9.12,4.67,9.52,2.14,4,26,19
26.65,46.12,8.23,6.41,1.59,4,27,6
153.65,199.78,17.22,6.68,2.0,4,27,7
400.37,476.42,26.21,7.37,2.41,4,27,8
599.64,720.29,34.77,8.33,1.93,4,27,9
620.67,754.25,42.29,9.32,1.79,4,27,10
664.96,821.95,47.97,10.0,1.45,4,27,11
689.2,865.46,50.8,10.82,1.1,4,27,12
747.32,956.46,50.12,11.34,0.83,4,27,13
623.5,785.95,46.1,11.63,0.48,4,27,14
505.96,627.03,39.61,11.85,0.48,4,27,15
358.46,442.89,31.61,11.71,0.55,4,27,16
201.32,268.71,22.83,11.67,0.55,4,27,17
32.91,72.88,13.79,11.6,0.55,4,27,18
9.89,23.21,4.91,11.21,0.9,4,27,19
27.74,62.15,8.51,5.79,0.41,4,28,6
197.55,260.71,17.49,6.76,0.48,4,28,7
422.51,515.32,26.49,8.87,0.62,4,28,8
583.4,717.42,35.05,10.32,0.9,4,28,9
662.54,831.08,42.59,11.38,0.9,4,28,10
356.95,437.94,48.28,12.4,1.03,4,28,11
183.84,233.13,51.12,12.83,0.69,4,28,12
288.02,357.66,50.43,12.94,0.48,4,28,13
132.51,173.31,46.38,13.13,0.41,4,28,14
250.39,312.55,39.86,13.26,0.41,4,28,15
142.53,185.07,31.84,13.33,0.62,4,28,16
55.82,82.61,23.05,13.44,0.9,4,28,17
12.34,26.94,14.01,13.16,1.38,4,28,18
1.07,8.29,5.14,11.92,1.79,4,28,19
17.35,33.22,8.78,7.62,5.31,4,29,6
27.09,45.8,17.76,7.59,4.9,4,29,7
27.07,45.8,26.76,7.74,4.62,4,29,8
73.91,101.47,35.33,7.64,3.52,4,29,9
338.66,398.86,42.89,7.14,3.66,4,29,10
386.62,453.99,48.59,7.3,4.0,4,29,11
552.92,653.52,51.44,9.1,4.41,4,29,12
695.58,837.45,50.73,10.52,4.07,4,29,13
629.21,758.51,46.65,11.24,3.52,4,29,14
271.53,331.18,40.11,11.81,2.69,4,29,15
89.06,121.23,32.07,12.07,2.14,4,29,16
51.41,76.33,23.27,10.86,2.48,4,29,17
5.98,17.06,14.24,9.2,2.34,4,29,18
0.4,6.63,5.37,7.09,2.69,4,29,19
13.53,27.84,9.04,5.41,2.76,4,30,6
30.88,50.29,18.02,6.13,2.55,4,30,7
148.89,185.83,27.02,6.85,3.03,4,30,8
444.91,522.25,35.6,7.84,3.52,4,30,9
568.85,672.61,43.17,8.95,3.93,4,30,10
302.72,362.29,48.89,9.92,4.48,4,30,11
291.34,350.45,51.75,10.71,4.76,4,30,12
418.47,498.01,51.03,11.07,4.76,4,30,13
364.8,435.31,46.92,11.17,4.76,4,30,14
359.41,429.2,40.36,11.36,4.62,4,30,15
115.63,151.02,32.3,11.32,4.48,4,30,16
191.47,247.69,23.5,10.71,4.34,4,30,17
65.48,95.11,14.46,10.05,4.07,4,30,18
12.31,26.53,5.59,9.45,3.38,4,30,19
38.94,67.97,9.3,5.11,2.21,5,1,6
206.99,268.82,18.28,6.32,2.41,5,1,7
430.17,509.39,27.28,7.63,3.38,5,1,8
445.45,525.29,35.87,8.67,3.45,5,1,9
210.09,257.26,43.46,9.58,3.52,5,1,10
614.44,737.76,49.19,10.45,3.59,5,1,11
668.2,807.73,52.05,11.09,3.79,5,1,12
679.32,821.62,51.32,11.35,3.93,5,1,13
506.59,605.58,47.19,11.63,4.14,5,1,14
176.36,219.23,40.6,10.32,4.69,5,1,15
398.69,475.75,32.53,10.3,4.9,5,1,16
183.0,234.45,23.71,10.15,4.69,5,1,17
19.86,36.82,14.68,9.61,4.41,5,1,18
14.13,29.02,5.82,8.95,3.93,5,1,19
38.31,71.57,9.56,5.38,1.66,5,2,6
214.05,280.23,18.53,6.73,1.38,5,2,7
422.44,505.2,27.54,8.21,2.28,5,2,8
552.32,664.66,36.14,9.23,1.86,5,2,9
501.56,606.48,43.74,10.08,1.66,5,2,10
590.8,725.94,49.49,10.85,1.52,5,2,11
509.65,631.49,52.36,11.69,0.69,5,2,12
540.27,678.74,51.61,12.24,0.28,5,2,13
459.91,572.48,47.46,12.82,0.34,5,2,14
539.01,673.0,40.84,13.19,0.69,5,2,15
207.8,261.95,32.75,13.37,0.76,5,2,16
152.18,199.78,23.93,13.29,0.69,5,2,17
69.33,102.46,14.89,13.0,0.76,5,2,18
0.71,7.46,6.04,12.08,1.31,5,2,19
40.86,66.6,9.81,7.37,1.52,5,3,6
123.03,161.23,18.78,7.86,0.97,5,3,7
262.23,319.42,27.79,9.58,1.52,5,3,8
490.67,592.85,36.4,10.8,1.79,5,3,9
660.42,817.43,44.01,11.94,1.79,5,3,10
683.92,855.64,49.78,13.05,1.86,5,3,11
755.36,964.28,52.65,13.86,1.66,5,3,12
547.32,682.69,51.9,14.28,1.38,5,3,13
482.53,599.87,47.72,14.55,1.17,5,3,14
388.73,481.37,41.08,14.57,1.03,5,3,15
336.53,419.94,32.98,14.51,0.9,5,3,16
155.31,204.84,24.14,14.5,0.9,5,3,17
69.44,103.5,15.11,14.0,0.76,5,3,18
0.0,4.97,6.26,13.63,0.07,5,3,19
0.0,0.83,1.51,6.16,2.0,5,4,5
41.22,75.59,10.06,6.82,2.07,5,4,6
215.81,281.0,19.02,7.44,2.41,5,4,7
448.66,536.26,28.03,8.77,2.83,5,4,8
619.01,744.45,36.65,10.19,2.83,5,4,9
749.94,920.89,44.28,11.66,3.03,5,4,10
795.24,985.09,50.06,13.02,3.59,5,4,11
687.39,845.2,52.94,13.62,3.59,5,4,12
593.97,725.09,52.18,14.35,3.86,5,4,13
630.69,770.36,47.98,14.88,4.21,5,4,14
457.79,554.7,41.32,14.99,4.34,5,4,15
280.4,345.23,33.2,14.88,4.55,5,4,16
223.53,303.04,24.36,14.39,4.62,5,4,17
39.76,81.75,15.32,13.74,4.21,5,4,18
16.84,33.16,6.48,12.65,4.28,5,4,19
0.0,2.49,1.76,7.38,4.34,5,5,5
44.86,76.11,10.3,7.45,4.28,5,5,6
198.23,254.58,19.26,7.75,5.52,5,5,7
442.07,520.2,28.27,8.36,5.31,5,5,8
493.37,577.84,36.9,9.45,5.45,5,5,9
624.3,738.81,44.54,10.9,5.72,5,5,10
695.58,830.44,50.34,11.76,6.0,5,5,11
348.8,417.66,53.23,11.98,5.72,5,5,12
175.8,220.0,52.46,12.0,5.52,5,5,13
85.56,116.74,48.24,12.18,5.72,5,5,14
115.76,151.76,41.55,12.5,5.52,5,5,15
89.93,122.12,33.41,12.74,5.31,5,5,16
37.83,60.16,24.57,12.43,4.28,5,5,17
11.17,25.14,15.53,12.2,3.38,5,5,18
0.06,5.8,6.7,11.86,3.24,5,5,19
0.0,4.15,2.0,9.09,3.17,5,6,5
45.41,74.18,10.53,9.21,3.31,5,6,6
143.05,186.14,19.49,9.75,3.17,5,6,7
217.29,266.06,28.51,10.35,3.79,5,6,8
507.52,603.31,37.14,10.92,3.93,5,6,9
736.45,891.28,44.8,11.72,4.14,5,6,10
816.0,1001.09,50.62,12.81,4.41,5,6,11
814.5,998.47,53.52,13.85,5.17,5,6,12
722.28,879.32,52.73,14.16,5.17,5,6,13
409.18,493.37,48.49,14.35,5.17,5,6,14
316.48,384.54,41.78,14.26,4.9,5,6,15
135.32,175.49,33.63,13.94,4.41,5,6,16
125.35,164.75,24.77,13.41,4.14,5,6,17
16.22,32.33,15.74,12.79,3.66,5,6,18
2.72,11.61,6.91,11.9,3.17,5,6,19
0.0,4.15,2.24,8.95,2.9,5,7,5
5.98,17.06,10.76,9.14,3.03,5,7,6
17.13,33.22,19.72,9.89,3.03,5,7,7
229.78,281.2,28.74,10.75,3.31,5,7,8
217.74,268.12,37.38,12.14,4.14,5,7,9
73.44,103.27,45.05,13.46,4.41,5,7,10
109.2,145.47,50.89,14.17,4.07,5,7,11
112.72,149.96,53.79,14.79,4.07,5,7,12
535.46,655.91,53.0,15.74,3.79,5,7,13
351.34,432.11,48.74,16.43,3.66,5,7,14
466.58,571.59,42.01,16.45,3.59,5,7,15
258.79,323.25,33.84,16.42,3.38,5,7,16
169.42,223.13,24.98,16.11,3.03,5,7,17
72.56,107.02,15.94,15.56,2.48,5,7,18
19.04,36.48,7.12,14.89,2.21,5,7,19
1.92,9.95,2.48,8.13,0.97,5,8,5
48.03,77.93,10.99,7.97,0.69,5,8,6
115.75,153.18,19.94,9.92,0.97,5,8,7
297.06,364.77,28.96,11.2,0.83,5,8,8
403.96,495.71,37.61,12.9,0.97,5,8,9
545.85,683.26,45.3,14.74,1.1,5,8,10
700.04,901.33,51.15,16.1,1.31,5,8,11
774.56,1011.64,54.07,17.2,1.59,5,8,12
769.17,1002.42,53.27,17.97,1.79,5,8,13
696.7,895.98,48.98,18.2,1.79,5,8,14
568.88,719.72,42.23,18.39,1.72,5,8,15
403.95,511.45,34.05,18.48,1.66,5,8,16
213.48,297.88,25.18,18.15,1.31,5,8,17
41.87,85.65,16.14,17.66,1.03,5,8,18
17.64,34.82,7.33,16.68,0.9,5,8,19
0.0,4.15,2.71,8.53,0.69,5,9,5
47.57,82.94,11.21,8.85,0.48,5,9,6
191.88,252.63,20.16,10.26,0.41,5,9,7
371.59,459.26,29.18,11.87,0.41,5,9,8
541.46,679.65,37.84,14.33,0.62,5,9,9
640.57,820.7,45.54,16.24,0.97,5,9,10
670.24,873.65,51.41,17.64,0.9,5,9,11
702.55,929.61,54.34,18.71,0.83,5,9,12
520.63,671.36,53.53,19.43,0.76,5,9,13
425.03,545.54,49.22,19.87,0.48,5,9,14
383.54,490.59,42.45,19.87,0.48,5,9,15
179.43,234.83,34.25,19.78,0.97,5,9,16
79.05,113.14,25.38,19.59,1.45,5,9,17
45.05,70.94,16.35,18.74,1.45,5,9,18
21.86,40.62,7.54,16.96,1.03,5,9,19
0.0,1.66,2.93,10.59,3.24,5,10,5
31.07,51.49,11.43,10.1,3.38,5,10,6
65.29,92.56,20.37,10.18,3.31,5,10,7
188.88,233.96,29.39,10.51,3.72,5,10,8
310.68,372.08,38.06,11.15,4.76,5,10,9
90.19,122.12,45.78,12.12,5.1,5,10,10
129.4,167.02,51.66,11.89,5.24,5,10,11
186.35,231.67,54.6,11.33,4.76,5,10,12
187.65,232.57,53.78,10.89,5.1,5,10,13
121.51,157.14,49.46,10.68,5.52,5,10,14
150.31,189.47,42.67,10.26,5.66,5,10,15
201.45,247.04,34.46,10.07,5.72,5,10,16
139.62,178.54,25.58,9.9,6.07,5,10,17
77.34,108.62,16.54,9.42,6.0,5,10,18
5.69,16.58,7.75,8.8,5.59,5,10,19
4.32,14.09,3.15,4.07,3.79,5,11,5
43.89,86.95,11.64,4.23,3.79,5,11,6
239.46,303.72,20.57,4.2,4.83,5,11,7
359.51,417.92,29.6,4.84,5.03,5,11,8
477.54,551.29,38.27,5.56,4.9,5,11,9
502.89,583.94,46.01,6.13,4.62,5,11,10
737.61,873.73,51.91,6.98,4.41,5,11,11
911.83,1106.72,54.86,8.04,4.34,5,11,12
865.3,1050.47,54.04,8.99,4.21,5,11,13
769.58,928.44,49.69,9.84,4.0,5,11,14
643.09,769.64,42.88,10.39,3.79,5,11,15
454.91,547.69,34.66,10.62,3.59,5,11,16
232.12,307.77,25.77,10.54,3.38,5,11,17
54.83,97.85,16.74,10.16,3.1,5,11,18
24.07,42.28,7.95,9.28,2.69,5,11,19
5.36,15.75,3.36,3.36,1.52,5,12,5
45.82,88.14,11.84,3.74,1.24,5,12,6
234.6,301.92,20.77,4.97,1.52,5,12,7
459.09,546.35,29.8,6.33,1.93,5,12,8
499.64,593.7,38.48,7.47,2.0,5,12,9
416.04,497.07,46.23,8.7,2.0,5,12,10
313.93,379.13,52.15,9.49,1.86,5,12,11
254.61,311.11,55.11,9.95,1.72,5,12,12
243.46,298.63,54.29,10.49,1.86,5,12,13
340.63,412.0,49.92,10.63,2.07,5,12,14
272.85,331.97,43.09,10.51,2.14,5,12,15
294.0,357.8,34.86,10.64,2.21,5,12,16
182.41,232.68,25.97,10.39,2.21,5,12,17
80.75,112.96,16.93,10.37,2.41,5,12,18
10.54,24.04,8.15,9.91,2.14,5,12,19
1.15,8.29,3.56,4.87,2.34,5,13,5
46.22,69.67,12.04,5.4,2.41,5,13,6
142.11,180.16,20.97,5.69,3.59,5,13,7
240.68,287.11,30.0,5.95,3.93,5,13,8
504.18,589.24,38.69,6.9,3.79,5,13,9
741.37,884.46,46.45,7.68,3.72,5,13,10
664.82,792.39,52.39,8.24,3.72,5,13,11
461.84,546.67,55.36,8.82,3.86,5,13,12
141.22,178.69,54.53,9.0,3.79,5,13,13
126.64,162.53,50.15,9.48,3.72,5,13,14
354.53,423.25,43.3,9.91,3.52,5,13,15
387.56,465.41,35.05,10.06,3.38,5,13,16
230.21,302.98,26.16,10.08,3.24,5,13,17
43.22,88.82,17.12,9.75,3.03,5,13,18
20.88,38.14,8.34,9.27,2.76,5,13,19
7.0,18.24,3.77,2.2,1.86,5,14,5
45.24,90.17,12.23,2.76,1.52,5,14,6
239.84,308.2,21.16,4.47,1.31,5,14,7
464.17,555.65,30.19,6.49,1.45,5,14,8
630.26,766.42,38.89,8.14,1.31,5,14,9
739.31,924.28,46.66,9.39,1.17,5,14,10
806.56,1034.67,52.62,10.3,0.97,5,14,11
840.77,1098.04,55.6,11.19,0.83,5,14,12
798.93,1029.31,54.77,11.93,1.1,5,14,13
738.95,932.22,50.37,12.54,1.59,5,14,14
616.86,760.97,43.5,13.02,2.0,5,14,15
447.98,550.87,35.24,13.22,2.34,5,14,16
233.12,315.41,26.34,13.19,2.55,5,14,17
43.97,90.45,17.31,12.92,2.62,5,14,18
21.19,38.96,8.54,12.1,2.28,5,14,19
6.87,18.24,3.96,5.5,1.52,5,15,5
45.28,90.58,12.42,5.71,1.17,5,15,6
239.55,312.34,21.34,7.23,1.24,5,15,7
380.55,457.2,30.37,8.59,1.79,5,15,8
412.27,492.31,39.08,9.69,2.48,5,15,9
181.71,226.74,46.87,10.54,2.48,5,15,10
389.12,469.88,52.84,11.15,2.41,5,15,11
238.82,294.22,55.84,11.46,2.14,5,15,12
242.67,299.41,55.0,11.75,1.86,5,15,13
343.01,418.6,50.59,12.16,1.79,5,15,14
258.64,318.54,43.7,12.61,2.14,5,15,15
255.6,315.05,35.43,12.57,2.48,5,15,16
176.2,226.18,26.53,12.29,2.55,5,15,17
28.56,48.49,17.5,11.96,2.21,5,15,18
22.55,40.62,8.73,11.16,1.86,5,15,19
0.08,5.8,4.15,6.85,1.17,5,16,5
54.41,81.35,12.6,7.11,1.1,5,16,6
200.45,258.55,21.52,8.28,1.31,5,16,7
334.87,404.27,30.55,9.17,1.59,5,16,8
558.17,674.55,39.26,10.32,2.0,5,16,9
249.76,306.35,47.07,11.53,2.34,5,16,10
246.35,303.92,53.06,12.46,2.34,5,16,11
214.1,266.71,56.07,12.68,2.34,5,16,12
309.81,378.34,55.23,12.8,2.76,5,16,13
346.07,419.76,50.8,12.62,3.1,5,16,14
264.08,323.08,43.9,12.13,2.9,5,16,15
97.76,131.1,35.62,11.78,2.55,5,16,16
155.53,199.99,26.71,11.64,2.28,5,16,17
71.27,100.97,17.68,11.75,2.34,5,16,18
14.5,29.85,8.92,11.7,2.0,5,16,19
0.0,3.32,4.33,9.43,2.69,5,17,5
28.95,48.49,12.78,9.33,2.69,5,17,6
178.71,229.28,21.69,9.21,2.97,5,17,7
178.54,221.76,30.72,10.13,3.93,5,17,8
163.03,205.02,39.44,10.99,3.79,5,17,9
339.08,408.59,47.26,11.94,3.66,5,17,10
98.94,132.9,53.28,13.1,4.21,5,17,11
208.63,260.41,56.3,13.94,4.14,5,17,12
201.11,252.74,55.45,14.74,3.93,5,17,13
213.24,267.58,51.01,15.44,3.93,5,17,14
433.09,528.94,44.09,16.13,3.93,5,17,15
122.5,162.59,35.8,16.43,3.59,5,17,16
107.03,144.79,26.89,16.71,3.72,5,17,17
47.85,73.63,17.86,16.45,3.52,5,17,18
3.58,13.26,9.1,14.2,3.38,5,17,19
0.06,5.8,4.51,11.05,3.03,5,18,5
23.77,42.2,12.95,11.28,2.97,5,18,6
51.31,76.33,21.86,11.29,2.69,5,18,7
76.26,105.96,30.89,11.72,3.1,5,18,8
106.24,140.98,39.62,12.44,4.14,5,18,9
57.54,84.41,47.45,13.41,3.93,5,18,10
187.63,236.61,53.48,14.4,4.0,5,18,11
397.2,485.24,56.52,15.56,4.0,5,18,12
319.5,393.37,55.67,15.85,3.79,5,18,13
313.95,387.54,51.21,16.55,3.93,5,18,14
119.99,159.84,44.28,16.52,3.1,5,18,15
83.43,116.74,35.98,16.8,3.38,5,18,16
89.29,123.69,27.06,16.6,3.24,5,18,17
47.17,72.74,18.04,16.19,3.03,5,18,18
1.03,8.29,9.28,15.65,3.1,5,18,19
7.16,19.07,4.68,11.42,2.69,5,19,5
59.22,91.61,13.11,11.93,3.31,5,19,6
135.87,177.58,22.02,12.12,3.59,5,19,7
276.9,339.56,31.05,13.04,2.97,5,19,8
271.32,334.09,39.79,14.06,2.69,5,19,9
258.35,321.51,47.63,15.43,2.62,5,19,10
588.78,736.37,53.68,16.77,2.48,5,19,11
745.48,953.74,56.74,17.75,2.62,5,19,12
641.44,811.93,55.89,18.74,2.83,5,19,13
607.53,766.49,51.41,19.33,2.9,5,19,14
565.84,711.13,44.47,19.8,2.9,5,19,15
321.88,406.86,36.16,19.83,2.76,5,19,16
204.33,275.33,27.24,19.6,2.83,5,19,17
56.89,103.86,18.21,18.88,2.62,5,19,18
24.93,44.77,9.46,17.49,2.76,5,19,19
10.46,24.04,4.85,11.37,3.24,5,20,5
35.09,56.57,13.27,11.53,3.79,5,20,6
193.58,249.85,22.17,11.49,3.79,5,20,7
431.4,519.11,31.21,12.0,4.14,5,20,8
607.57,729.85,39.95,12.81,4.34,5,20,9
745.81,911.29,47.81,14.08,4.55,5,20,10
812.64,1007.9,53.88,15.55,4.76,5,20,11
815.72,1018.3,56.95,16.85,4.97,5,20,12
706.38,875.63,56.1,17.67,5.1,5,20,13
657.2,811.55,51.61,18.09,5.1,5,20,14
522.97,642.0,44.65,18.23,4.97,5,20,15
288.65,359.91,36.33,17.99,4.76,5,20,16
174.6,228.14,27.41,17.46,4.48,5,20,17
21.12,39.51,18.38,16.59,3.72,5,20,18
4.01,14.09,9.64,15.42,2.76,5,20,19
0.0,0.83,1.53,14.41,2.34,5,20,20
5.15,15.75,5.01,9.76,2.07,5,21,5
59.99,99.4,13.42,9.91,2.0,5,21,6
201.01,261.16,22.32,10.61,1.38,5,21,7
405.11,499.36,31.36,11.74,0.76,5,21,8
502.96,622.39,40.11,12.81,0.83,5,21,9
645.08,809.72,47.98,14.26,1.59,5,21,10
355.14,439.36,54.07,15.44,2.0,5,21,11
375.09,463.23,57.15,16.4,2.97,5,21,12
449.08,553.51,56.3,17.28,3.79,5,21,13
333.35,412.06,51.8,17.68,4.48,5,21,14
84.16,117.63,44.83,17.31,5.17,5,21,15
57.57,85.31,36.5,16.19,5.59,5,21,16
33.12,54.78,27.57,14.75,5.31,5,21,17
11.69,26.04,18.55,13.74,5.31,5,21,18
2.72,11.61,9.81,12.11,5.31,5,21,19
0.0,0.83,1.71,11.26,6.28,5,21,20
8.31,20.73,5.17,10.01,6.21,5,22,5
52.81,78.8,13.57,10.27,6.76,5,22,6
215.25,276.94,22.46,11.01,7.03,5,22,7
332.68,396.88,31.5,11.68,8.0,5,22,8
372.01,440.83,40.26,12.49,8.69,5,22,9
213.67,263.02,48.14,13.02,8.62,5,22,10
142.07,182.29,54.25,13.61,8.07,5,22,11
540.01,644.2,57.35,14.37,8.14,5,22,12
681.53,810.17,56.5,13.79,8.97,5,22,13
181.23,227.18,51.99,13.81,8.28,5,22,14
306.23,369.52,45.0,13.87,8.28,5,22,15
378.11,453.73,36.67,13.22,7.79,5,22,16
231.39,303.36,27.73,12.8,7.59,5,22,17
84.21,116.59,18.71,12.15,6.76,5,22,18
34.37,55.55,9.98,11.04,5.79,5,22,19
0.0,0.83,1.89,10.49,6.14,5,22,20
8.39,20.73,5.32,8.36,5.86,5,23,5
66.47,99.35,13.71,8.61,6.07,5,23,6
201.22,255.54,22.6,9.27,6.21,5,23,7
250.37,301.44,31.64,10.06,6.97,5,23,8
340.83,403.93,40.4,10.98,7.24,5,23,9
595.56,703.17,48.3,11.66,6.9,5,23,10
429.4,509.72,54.43,12.29,7.17,5,23,11
436.37,518.85,57.54,12.6,7.24,5,23,12
304.95,367.57,56.69,12.91,7.52,5,23,13
501.64,594.93,52.17,13.39,8.21,5,23,14
261.48,318.13,45.18,13.32,7.52,5,23,15
