Discharge(Wh),Charge(Wh),Production(Wh),Consumption(Wh),Feed-in(Wh),From grid(Wh),State of Charge(%),Month,Day,Hour
35.04,4.78,0.3,58.39,0.0,27.830000000000002,97.0,6,24,2
0.0,7.800000000000001,0.0,18.69,0.0,26.490000000000002,96.0,6,24,3
34.06,4.82,0.08,57.74,0.0,28.419999999999998,96.0,6,24,4
0.0,6.3,0.0,15.68,0.0,21.98,95.0,6,24,5
0.13,83.35,82.79,45.9,0.09,46.42,95.0,6,24,6
0.0,233.37,233.92,8.84,0.32,8.61,95.0,6,24,7
0.03,356.1,503.35,48.12,118.16,19.0,95.0,6,24,8
0.15,0.39,1058.94,52.58,1006.12,0.0,100.0,6,24,9
0.0,0.8300000000000001,1462.16,48.61,1412.72,0.0,100.0,6,24,10
0.03,1.1400000000000001,1627.76,64.01,1562.64,0.0,100.0,6,24,11
0.09,0.68,1331.35,31.56,1299.2,0.0,100.0,6,24,12
0.1,0.49,1409.9,64.78999999999999,1344.72,0.0,100.0,6,24,13
0.19,0.9,1309.94,28.71,1280.52,0.0,100.0,6,24,14
0.09,14.579999999999998,1124.22,66.07,1043.66,0.0,100.0,6,24,15
0.0,133.98,814.57,43.019999999999996,637.57,0.0,99.0,6,24,16
0.03,0.42,604.88,53.0,551.49,0.0,100.0,6,24,17
0.06,0.09,287.61,60.19,227.39,0.0,100.0,6,24,18
0.19,0.06,133.48,28.23,105.38,0.0,100.0,6,24,19
16.64,0.03,39.76,62.92,3.54,10.09,100.0,6,24,20
1.47,1.94,0.8,12.47,0.08,12.22,100.0,6,24,21
34.6,4.57,0.27,58.48,0.0,28.18,99.0,6,24,22
6.62,7.26,0.05,28.45,0.0,29.04,98.0,6,24,23
31.97,5.22,0.11,58.98,0.0,32.12,98.0,6,25,0
28.41,5.46,0.1,51.97,0.0,28.92,97.0,6,25,1
8.18,7.04,0.0,28.68,0.0,27.54,97.0,6,25,2
0.0,412.07,0.0,58.19,0.0,470.26,96.0,6,25,3
0.0,8.38,0.0,18.63,0.0,27.01,100.0,6,25,4
0.0,8.84,0.0,55.49,0.0,64.33,100.0,6,25,5
1.49,3.96,0.06,15.43,0.0,17.84,100.0,6,25,6
32.47,6.8,9.27,52.17,0.0,17.23,100.0,6,25,7
0.08,89.93,99.71,26.47,0.16999999999999998,16.78,99.0,6,25,8
0.0,132.07,261.95,41.37,96.99000000000001,8.48,99.0,6,25,9
0.32,0.26,533.71,59.769999999999996,474.0,0.0,100.0,6,25,10
0.09,0.72,944.98,35.56,908.79,0.0,100.0,6,25,11
0.03,0.72,1247.53,67.99,1178.85,0.0,100.0,6,25,12
0.07,0.91,1250.85,35.68,1214.33,0.0,100.0,6,25,13
0.08,0.68,1413.51,80.58,1332.33,0.0,100.0,6,25,14
0.03,109.16,1147.74,48.76,989.85,0.0,100.0,6,25,15
0.0,18.22,1062.96,67.13,977.61,0.0,100.0,6,25,16
0.08,0.44,721.44,66.03,655.05,0.0,100.0,6,25,17
0.03,0.27,275.25,30.29,244.72,0.0,100.0,6,25,18
0.03,0.32,168.55,63.35,104.91,0.0,100.0,6,25,19
0.5900000000000001,0.52,41.51,25.4,16.64,0.46,100.0,6,25,20
35.58,1.9500000000000002,1.42,57.01,0.0,21.96,100.0,6,25,21
11.4,6.890000000000001,0.03,32.94,0.0,28.400000000000002,99.0,6,25,22
24.77,5.65,0.08,46.96,0.0,27.76,98.0,6,25,23
33.07,5.67,0.0,57.56,0.0,30.16,98.0,6,26,0
3.64,8.07,0.0,24.13,0.0,28.56,97.0,6,26,1
36.8,5.2299999999999995,0.13,59.57,0.0,27.87,97.0,6,26,2
0.0,9.0,0.0,19.92,0.0,28.919999999999998,96.0,6,26,3
36.5,5.34,0.32,59.99,0.0,28.51,96.0,6,26,4
0.0,9.0,0.0,25.34,0.0,34.339999999999996,95.0,6,26,5
0.2,1.6199999999999999,0.26,46.98,0.0,48.14,95.0,6,26,6
0.0,48.57,48.1,37.67,0.0,38.14,95.0,6,26,7
0.0,148.7,157.10999999999999,18.54,0.35,10.48,95.0,6,26,8
0.0,465.77,502.19,51.43,0.4,15.41,95.0,6,26,9
0.03,44.5,405.69,25.11,336.21999999999997,0.11,96.0,6,26,10
0.16,0.25,410.9,63.87,346.94,0.0,100.0,6,26,11
0.09,0.14,508.27,25.27,482.95,0.0,100.0,6,26,12
0.06,0.22,528.55,63.63,464.76,0.0,100.0,6,26,13
0.0,0.0,184.12,47.01,137.11,0.0,100.0,6,26,14
0.0,0.0,267.95,43.62,224.33,0.0,100.0,6,26,15
0.0,128.66,317.92,61.81,135.66,8.21,100.0,6,26,16
0.0,14.34,392.06,22.88,354.84,0.0,100.0,6,26,17
0.16,0.28,241.75,62.19,179.44,0.0,100.0,6,26,18
0.64,0.62,34.45,25.04,10.17,0.74,100.0,6,26,19
36.5,0.13,5.67,52.25,1.85,12.06,100.0,6,26,20
9.530000000000001,4.62,0.08,27.130000000000003,0.0,22.15,99.0,6,26,21
27.13,5.22,0.37,49.8,0.0,27.52,99.0,6,26,22
28.73,5.45,0.09,52.03,0.0,28.66,98.0,6,26,23
9.379999999999999,7.1850000000000005,0.03,31.404999999999998,0.0,29.18,97.0,6,27,0
36.95,4.67,0.19,62.4,0.0,29.93,97.0,6,27,1
0.0,7.800000000000001,0.0,20.39,0.0,28.19,96.0,6,27,2
36.55,4.59,0.2,59.89,0.0,27.73,96.0,6,27,3
0.0,7.79,0.0,17.69,0.0,25.48,95.0,6,27,4
35.07,4.43,0.03,59.2,0.0,28.53,95.0,6,27,5
0.03,2.04,0.0,10.24,0.0,12.25,94.0,6,27,6
0.08,22.86,22.72,44.93,0.02,45.06,94.0,6,27,7
0.18,185.77,200.57,28.99,0.04,14.049999999999999,94.0,6,27,8
0.0,329.61,347.33,30.01,0.06,12.35,94.0,6,27,9
0.03,254.95,1040.68,62.589999999999996,725.62,2.45,96.0,6,27,10
0.03,0.28,650.06,37.35,612.46,0.0,100.0,6,27,11
0.22,0.31,794.03,68.31,725.63,0.0,100.0,6,27,12
0.0,0.63,1112.95,37.73,1074.59,0.0,100.0,6,27,13
3.73,0.06,336.21,65.49,274.39,0.0,100.0,6,27,14
0.03,0.37,492.64,27.26,465.04,0.0,100.0,6,27,15
0.0,137.01,513.59,64.53,320.35,8.3,100.0,6,27,16
0.03,16.24,505.84,43.01,446.62,0.0,100.0,6,27,17
0.03,0.24,237.56,48.95,188.51,0.11,100.0,6,27,18
5.23,0.35,162.92,57.32,114.84,4.36,100.0,6,27,19
1.24,0.5700000000000001,102.31,26.54,79.2,2.76,100.0,6,27,20
37.5,1.52,9.09,56.22,3.67,14.87,100.0,6,27,21
0.0,7.199999999999999,0.0,20.07,0.0,27.27,99.0,6,27,22
36.62,4.2299999999999995,0.38,59.82,0.13,27.18,99.0,6,27,23
0.0,7.659999999999999,0.0,20.69,0.0,28.35,98.0,6,28,0
35.05,4.39,0.0,58.81,0.0,28.15,98.0,6,28,1
6.57,6.83,0.03,25.18,0.0,25.41,97.0,6,28,2
29.84,5.0,0.0,50.83,0.0,25.99,97.0,6,28,3
20.59,6.01,0.03,40.72,0.0,26.11,96.0,6,28,4
14.45,6.15,0.0,34.49,0.0,26.19,96.0,6,28,5
0.0,10.56,8.92,46.66,0.0,48.3,95.0,6,28,6
0.0,105.44,105.35,3.63,0.11,3.83,95.0,6,28,7
0.0,274.31,311.08,48.09,1.0999999999999999,12.42,95.0,6,28,8
0.0,287.73,289.63,3.04,0.79,1.9300000000000002,95.0,6,28,9
0.09,28.560000000000002,718.36,62.54,627.38,0.030000000000000002,95.0,6,28,10
0.03,0.08,507.58,26.98,480.55,0.0,100.0,6,28,11
0.43000000000000005,1.1600000000000001,1723.32,79.31,1643.28,0.0,100.0,6,28,12
0.29000000000000004,1.15,1357.08,44.77,1311.45,0.0,100.0,6,28,13
0.03,0.59,1019.88,74.78,944.54,0.0,100.0,6,28,14
1.69,0.09,360.41,43.97,322.05,4.01,100.0,6,28,15
0.0,39.8,583.03,46.339999999999996,497.08,0.19,100.0,6,28,16
0.0,80.60000000000001,608.62,62.23,465.79,0.0,99.0,6,28,17
0.0,31.02,361.32,35.33,295.4,0.43,100.0,6,28,18
0.05,0.09,180.03,64.23,117.55,1.79,100.0,6,28,19
0.43,1.73,45.28,22.88,25.81,4.71,100.0,6,28,20
30.75,1.06,6.13,52.41,0.0,16.7,100.0,6,28,21
0.0,7.199999999999999,0.0,20.62,0.0,27.82,99.0,6,28,22
35.34,4.21,0.06,60.12,0.0,28.93,99.0,6,28,23
0.85,7.234999999999999,0.0,22.505,0.0,28.89,98.0,6,29,0
34.57,4.74,0.03,57.3,0.0,27.44,98.0,6,29,1
15.46,6.51,0.03,36.160000000000004,0.35,27.53,97.0,6,29,2
20.419999999999998,5.970000000000001,0.0,41.52,0.0,27.07,97.0,6,29,3
27.39,5.46,0.0,50.4,0.0,28.47,97.0,6,29,4
8.72,6.890000000000001,0.12000000000000001,28.89,0.0,26.94,96.0,6,29,5
0.0,2.7800000000000002,0.0,52.17,0.0,54.95,96.0,6,29,6
0.03,28.86,28.68,2.12,0.02,2.29,95.0,6,29,7
0.0,150.86,191.7,47.68,2.57,9.41,95.0,6,29,8
0.0,168.0,164.22,7.22,0.11,11.11,95.0,6,29,9
0.05,143.55,176.25,51.17,0.06,18.48,96.0,6,29,10
0.03,271.42,284.31,4.83,10.77,2.68,96.0,6,29,11
0.28,0.14,281.04,63.56,217.62,0.0,100.0,6,29,12
0.03,0.03,464.26,26.97,437.29,0.0,100.0,6,29,13
0.0,0.06,571.81,65.06,506.69,0.0,100.0,6,29,14
0.03,0.06,585.31,27.49,557.79,0.0,100.0,6,29,15
0.0,0.09,432.87,62.67,370.11,0.0,100.0,6,29,16
0.06,0.06,321.56,38.39,286.99,3.8200000000000003,100.0,6,29,17
0.0,158.64,198.42,37.16,13.49,10.870000000000001,99.0,6,29,18
5.23,15.379999999999999,80.69,46.53,34.35,10.34,100.0,6,29,19
5.38,0.37,21.67,30.48,1.28,5.19,100.0,6,29,20
34.47,0.06,0.06,45.04,0.0,10.57,100.0,6,29,21
2.7800000000000002,6.89,0.0,22.740000000000002,0.0,26.85,99.0,6,29,22
36.53,4.38,0.0,60.65,0.0,28.5,99.0,6,29,23
0.0,7.785,0.0,18.365000000000002,0.0,26.15,98.0,6,30,0
34.02,4.68,0.16,57.92,0.0,28.42,98.0,6,30,1
0.0,7.98,0.0,19.61,0.0,27.59,97.0,6,30,2
34.06,4.78,0.0,57.18,0.0,27.9,97.0,6,30,3
0.0,7.82,0.0,18.86,0.0,26.68,96.0,6,30,4
35.8,4.5200000000000005,0.15,57.51,0.0,26.080000000000002,96.0,6,30,5
0.19,3.71,1.29,7.81,0.03,10.07,95.0,6,30,6
0.14,60.04,60.77,46.57,0.18,45.93,95.0,6,30,7
0.0,115.17,104.92,11.24,0.11,21.6,95.0,6,30,8
0.0,181.12,219.86,47.05,0.45,8.76,95.0,6,30,9
0.0,350.56,461.83,11.3,102.39,2.42,95.0,6,30,10
0.0,0.03,348.58,60.73,287.82,0.0,100.0,6,30,11
0.03,0.06,434.15,36.41,397.71,0.0,100.0,6,30,12
0.0,0.16999999999999998,545.49,53.79,491.53,0.0,100.0,6,30,13
0.0,0.45999999999999996,344.08,47.019999999999996,296.6,0.0,100.0,6,30,14
0.0,0.62,263.94,42.57,220.75,0.0,100.0,6,30,15
0.0,0.36,332.44,55.32,276.76,0.0,100.0,6,30,16
0.0,108.56,138.59,18.51,18.08,6.56,100.0,6,30,17
0.24,57.68,182.84,54.86,72.74,2.2,99.0,6,30,18
0.2,2.15,36.660000000000004,19.16,20.56,5.01,100.0,6,30,19
35.39,0.15,20.1,60.58,6.07,11.31,100.0,6,30,20
2.21,1.6600000000000001,0.06,9.48,0.0,9.290000000000001,99.0,6,30,21
34.03,4.49,0.44,57.7,0.0,27.72,99.0,6,30,22
0.0,7.78,0.0,18.580000000000002,0.0,26.36,98.0,6,30,23
30.31,5.01,0.0,53.519999999999996,0.0,28.22,43.0,7,1,0
0.0,7.800000000000001,0.0,17.26,0.0,25.06,43.0,7,1,1
11.51,6.94,0.05,29.41,0.0,24.79,42.0,7,1,2
18.19,6.66,0.15000000000000002,38.14,0.0,26.46,42.0,7,1,3
0.0,8.6,0.0,15.11,0.0,23.71,42.0,7,1,4
31.61,5.52,0.0,51.67,0.0,25.58,42.0,7,1,5
0.0,8.7,0.0,17.240000000000002,0.0,25.94,41.0,7,1,6
30.5,5.16,0.0,51.99,0.0,26.65,41.0,7,1,7
0.0,7.98,0.0,16.05,0.0,24.03,40.0,7,1,8
4.99,7.62,0.03,22.51,0.0,25.11,40.0,7,1,9
25.31,2.49,0.33,41.63,0.0,18.48,40.0,7,1,10
0.1,2.5500000000000003,0.5900000000000001,9.85,0.0,11.71,39.0,7,1,11
29.330000000000002,9.459999999999999,13.6,48.0,0.0,14.530000000000001,39.0,7,1,12
0.0,35.9,37.16,10.38,0.0,9.120000000000001,38.0,7,1,13
20.02,34.15,50.34,48.29,2.9299999999999997,15.01,38.0,7,1,14
0.57,24.06,20.79,9.6,0.14,12.48,38.0,7,1,15
15.67,2.0700000000000003,0.06,26.32,0.0,12.81,38.0,7,1,16
16.45,6.28,0.0,34.43,0.0,24.26,37.0,7,1,17
0.0,7.82,0.0,16.560000000000002,0.0,24.38,37.0,7,1,18
29.740000000000002,5.13,0.0,51.92,0.0,27.31,37.0,7,1,19
0.0,7.92,0.0,18.09,0.0,26.009999999999998,35.0,7,1,20
31.97,5.2700000000000005,0.0,54.58,0.0,27.88,35.0,7,1,21
0.0,8.5,0.0,16.75,0.0,25.25,34.0,7,1,22
13.34,6.8500000000000005,0.0,33.33,0.0,26.84,34.0,7,1,23
29.95,5.15,0.0,50.410000000000004,0.0,25.61,78.0,7,2,0
0.0,7.800000000000001,0.0,16.880000000000003,0.0,24.68,78.0,7,2,1
0.0,7.800000000000001,0.0,16.69,0.0,24.49,78.0,7,2,2
39.1,4.5,0.4999999996666666,65.7,0.0,30.6,78.0,7,2,3
0.0,7.800000000000001,0.0,16.03,0.0,23.830000000000002,77.0,7,2,4
0.0,7.800000000000001,0.0,15.97,0.0,23.77,77.0,7,2,5
36.1,4.76,0.14,57.24,0.0,25.76,77.0,7,2,6
0.0,8.82,0.0,14.84,0.0,23.66,76.0,7,2,7
0.0,8.76,0.0,15.530000000000001,0.0,24.29,76.0,7,2,8
30.650000000000002,7.44,3.62,54.76,0.0,27.93,76.0,7,2,9
0.31,60.03,60.21,8.19,0.14,7.87,75.0,7,2,10
0.0,147.0,146.77,6.01,0.41000000000000003,6.65,75.0,7,2,11
0.18,182.1,208.07,36.98,0.14,10.97,76.0,7,2,12
0.78,111.64,120.51,18.35,0.06,8.76,78.0,7,2,13
0.2,31.84,31.64,10.200000000000001,0.0,10.2,78.0,7,2,14
10.4,79.57000000000001,89.68,34.12,0.8500000000000001,14.46,78.0,7,2,15
4.79,31.64,39.42,28.330000000000002,0.0,15.76,78.0,7,2,16
0.0,7.800000000000001,0.0,16.07,0.0,23.87,78.0,7,2,17
21.81,5.93,0.2,40.96,0.0,24.88,78.0,7,2,18
9.9,6.78,0.0,28.29,0.0,25.169999999999998,77.0,7,2,19
0.0,7.800000000000001,0.0,16.130000000000003,0.0,23.93,77.0,7,2,20
15.219999999999999,6.37,0.0,34.63,0.0,25.78,77.0,7,2,21
19.35,5.970000000000001,0.0,38.42,0.0,25.04,77.0,7,2,22
0.0,7.800000000000001,0.0,15.930000000000001,0.0,23.73,76.0,7,2,23
0.0,7.199999999999999,0.0,1331.26,0.0,1338.46,0.0,7,3,0
0.0,7.199999999999999,0.0,59.839999999999996,0.0,67.03999999999999,0.0,7,3,1
0.0,7.199999999999999,0.0,26.34,0.0,33.54,0.0,7,3,2
0.0,7.659999999999999,0.0,58.61,0.0,66.27,0.0,7,3,3
0.0,7.199999999999999,0.0,26.04,0.0,33.24,0.0,7,3,4
0.0,7.199999999999999,0.0,57.07,0.0,64.27,0.0,7,3,5
0.0,7.199999999999999,0.0,26.63,0.0,33.83,0.0,7,3,6
0.0,6.46,0.0,54.92,0.0,61.38,0.0,7,3,7
0.0,4.62,1.4100000000000001,20.84,0.0,24.05,0.0,7,3,8
0.06,51.28,71.74,57.16,0.0,36.64,0.0,7,3,9
0.0,74.59,81.08,24.57,0.02,18.1,0.0,7,3,10
0.0,123.06,157.38,56.44,0.01,22.13,0.0,7,3,11
0.25,67.34,65.49,9.29,0.2,11.12,1.0,7,3,12
16.66,9.18,26.31,47.2,0.0,13.41,1.0,7,3,13
0.0,4.18,8.83,23.09,0.0,18.44,0.0,7,3,14
0.03,8.36,0.44,34.41,0.0,42.3,0.0,7,3,15
0.0,9.45,4.890000000000001,28.52,0.0,33.08,0.0,7,3,16
0.0,9.18,10.41,1425.84,0.0,1424.61,0.0,7,3,17
0.0,5.74,0.05,2065.97,0.0,2071.66,0.0,7,3,18
0.0,7.21,0.0,3889.68,0.0,3896.89,0.0,7,3,19
0.0,7.199999999999999,0.0,5458.58,0.0,5465.78,0.0,7,3,20
0.0,7.199999999999999,0.0,5364.99,0.0,5372.1900000000005,0.0,7,3,21
0.0,7.199999999999999,0.0,5297.08,0.0,5304.28,0.0,7,3,22
0.0,7.199999999999999,0.0,4848.16,0.0,4855.36,0.0,7,3,23
0.0,7.199999999999999,0.0,253.27,0.0,260.46999999999997,99.0,7,4,0
0.0,7.199999999999999,0.0,200.69,0.0,207.89,99.0,7,4,1
0.0,7.199999999999999,0.0,138.73,0.0,145.93,99.0,7,4,2
0.0,7.199999999999999,0.0,102.99,0.0,110.19,99.0,7,4,3
0.0,7.659999999999999,0.0,143.82999999999998,0.0,151.49,98.0,7,4,4
0.0,7.2299999999999995,0.0,98.42999999999999,0.0,105.66000000000001,98.0,7,4,5
0.0,7.51,0.0,116.77,0.0,124.28,98.0,7,4,6
0.03,104.69,101.92,123.81,0.0,126.55,98.0,7,4,7
0.0,227.81,595.4,103.71,310.9,47.02,98.0,7,4,8
0.09,0.49,755.63,150.43,604.8,0.0,100.0,7,4,9
0.14,0.4,822.1800000000001,103.57,718.35,0.0,100.0,7,4,10
0.24,0.92,1419.37,284.68,1241.62,107.61,100.0,7,4,11
0.03,1.52,1893.29,94.18,1797.6200000000001,0.0,100.0,7,4,12
0.19,1.5,1908.05,74.05,1832.69,0.0,100.0,7,4,13
0.0,54.58,1373.61,121.52,1197.51,0.0,100.0,7,4,14
0.0,85.74,1039.27,139.06,815.61,1.14,99.0,7,4,15
0.0,0.44,969.09,580.45,556.87,168.67,100.0,7,4,16
0.0,0.37,487.71,889.74,9.459999999999999,411.86,100.0,7,4,17
0.0,0.42,155.68,136.33,49.410000000000004,30.48,100.0,7,4,18
0.03,2.71,5.63,245.54,0.0,242.59,100.0,7,4,19
0.0,5.859999999999999,0.0,360.33,0.0,366.19,99.0,7,4,20
0.0,7.5600000000000005,0.0,1500.97,0.0,1508.53,99.0,7,4,21
0.0,7.2299999999999995,0.0,506.87,0.0,514.1,99.0,7,4,22
0.0,7.199999999999999,0.0,367.07,0.0,374.27,99.0,7,4,23
24.189999999999998,6.6,0.0,225.32,0.0,207.73,39.0,7,5,0
0.0,2257.69,0.0,63.05,0.0,2320.74,39.0,7,5,1
0.0,2500.32,0.0,109.52,0.0,2609.84,59.0,7,5,2
0.0,1450.2,0.0,33.22,0.0,1483.42,84.0,7,5,3
0.0,7.67,0.0,56.17,0.0,63.839999999999996,100.0,7,5,4
0.0,7.33,0.0,71.77,0.0,79.1,100.0,7,5,5
0.0,7.34,0.0,21.33,0.0,28.669999999999998,100.0,7,5,6
36.69,1.69,2.08,57.28,0.0,20.2,100.0,7,5,7
35.99,0.03,26.98,88.28,0.12,25.46,99.0,7,5,8
85.98,132.36,199.81,176.16,1.27,24.0,99.0,7,5,9
113.69,258.36,381.23,267.09,7.61,38.14,97.0,7,5,10
109.33000000000001,269.8,1051.8700000000001,399.54,508.65,16.79,96.0,7,5,11
0.05,1.6800000000000002,1611.28,181.35,1428.3,0.0,100.0,7,5,12
1.78,2.0,1873.47,301.45,1571.8,0.0,100.0,7,5,13
0.09,1.0,1772.05,190.53,1580.61,0.0,100.0,7,5,14
0.11,0.73,1504.62,93.15,1410.85,0.0,100.0,7,5,15
614.9,61.37,1082.2,1289.72,686.58,340.57,100.0,7,5,16
181.26,409.36,490.04,368.89,1.0999999995555554,108.04999999933334,91.0,7,5,17
0.0,322.88,326.04,31.14,0.0,27.98,92.0,7,5,18
1817.37,33.8,135.73,2399.06,0.39,480.15,95.0,7,5,19
991.3,0.0,47.25,1103.34,11.69,76.48,72.0,7,5,20
63.96,0.0,0.35,93.59,0.0,29.28,60.0,7,5,21
290.26,0.0,0.91,327.74,2.68,39.25,58.0,7,5,22
188.18,0.0,0.75,217.07,0.0,28.14,54.0,7,5,23
0.0,7.659999999999999,0.0,22.55,0.0,30.21,98.0,7,6,0
30.77,4.8,0.05,54.92,0.0,28.9,98.0,7,6,1
27.46,5.16,0.18,50.73,0.0,28.25,97.0,7,6,2
3.28,6.84,0.05,23.32,0.0,26.83,96.0,7,6,3
31.12,4.6899999999999995,0.46,54.34,0.0,27.45,96.0,7,6,4
0.0,7.279999999999999,0.0,19.25,0.0,26.53,95.0,7,6,5
0.0,5.31,0.06,45.37,0.0,50.62,95.0,7,6,6
0.03,0.12,0.23,14.36,0.0,14.22,95.0,7,6,7
0.0,22.43,22.92,28.89,0.060000000000000005,28.46,94.0,7,6,8
0.0,100.45,100.38,40.17,0.02,40.26,94.0,7,6,9
0.0,232.89000000000001,232.6,1.53,0.1,1.9200000000000002,95.0,7,6,10
0.0,326.15,325.77,40.17,0.08,40.63,95.0,7,6,11
0.06,102.58,369.58,19.69,247.99,0.62,95.0,7,6,12
0.06,0.26,389.57,59.36,330.01,0.0,100.0,7,6,13
0.14,0.15,440.94,38.12,402.81,0.0,100.0,7,6,14
0.08,0.27,737.02,54.91,681.92,0.0,100.0,7,6,15
0.28,0.25,808.59,65.15,743.47,0.0,100.0,7,6,16
0.0,0.03,318.24,27.4,290.81,0.0,100.0,7,6,17
0.0,141.34,192.35,44.23,14.11,7.33,100.0,7,6,18
0.0,26.99,75.28,26.32,24.03,2.06,99.0,7,6,19
19.22,1.49,19.67,48.55,2.81,14.03,100.0,7,6,20
24.27,0.8999999999999999,0.03,36.82,0.0,13.620000000000001,100.0,7,6,21
7.21,6.89,0.0,27.42,0.0,27.1,99.0,7,6,22
30.13,5.11,0.0,52.91,0.0,27.89,99.0,7,6,23
65.955,3.855,0.28,98.48,0.0,36.1,62.0,7,7,0
42.52,2.76,0.0,68.23,0.0,28.47,60.0,7,7,1
3.73,6.91,0.0,22.58,0.0,25.759999999999998,59.0,7,7,2
38.71,4.29,0.0,61.28,0.0,26.86,59.0,7,7,3
0.0,7.21,0.0,17.93,0.0,25.14,58.0,7,7,4
11.61,6.24,0.12000000000000001,58.62,0.0,53.13,58.0,7,7,5
0.11,4.8999999999999995,0.07,12.38,0.0,17.16,58.0,7,7,6
0.38,3.17,3.06,48.31,0.0,48.15,58.0,7,7,7
5.25,26.29,25.5,5.27,3.78,4.69,57.0,7,7,8
1611.71,27.47,152.9,1818.8899999999999,0.0,81.75,57.0,7,7,9
316.05,109.96,178.43,415.26,16.09,46.83,39.0,7,7,10
365.95,213.77,313.24,899.71,16.4,450.69,35.0,7,7,11
2.27,458.15,471.59,29.8,1.3150000000000002,15.405000000000001,33.0,7,7,12
53.410000000000004,185.26,451.26,346.81,0.43,27.83,37.0,7,7,13
70.21000000000001,140.46,265.04,200.93,16.97,23.11,38.0,7,7,14
9.93,137.82,181.45,28.22,38.7,13.36,38.0,7,7,15
1.32,87.07,152.72,93.82,0.0,26.85,39.0,7,7,16
869.87,40.6,123.22,1023.42,19.05,89.98,39.0,7,7,17
1521.17,6.48,75.05,2553.18,4.09,967.53,28.0,7,7,18
0.0,6.37,6.05,327.48,0.0,327.8,10.0,7,7,19
0.03,0.74,0.03,125.39,0.0,126.07,10.0,7,7,20
0.0,6.77,0.03,263.1,0.0,269.84000000000003,9.0,7,7,21
0.0,7.359999999999999,0.0,267.63,0.0,274.99,9.0,7,7,22
0.0,7.199999999999999,0.0,114.29,0.0,121.49,9.0,7,7,23
0.0,7.199999999999999,0.0,17.05,0.0,24.25,94.0,7,8,0
45.28,4.34,1.1999999999999997,69.25,0.0,27.11,94.0,7,8,1
13.86,6.12,0.0,32.8,0.0,25.06,92.0,7,8,2
20.15,6.52,0.0,42.29,0.0,28.66,92.0,7,8,3
36.95,5.045,0.03,60.945,0.0,29.01,91.0,7,8,4
0.0,7.585,0.0,18.11,0.0,25.695,90.0,7,8,5
0.0,7.13,0.0,52.76,0.0,59.89,90.0,7,8,6
0.08,13.9,13.68,3.25,0.0,3.39,90.0,7,8,7
0.0,265.02,264.5,44.08,0.09,44.69,90.0,7,8,8
0.0,705.97,1033.37,42.1,289.69,4.39,91.0,7,8,9
0.08,1.0,1483.76,50.3,1432.54,0.0,100.0,7,8,10
0.19,0.95,1690.48,73.64,1616.08,0.0,100.0,7,8,11
0.3,1.01,1819.11,28.53,1789.87,0.0,100.0,7,8,12
488.63,643.61,1831.09,62.16,1616.19,2.24,100.0,7,8,13
0.03,0.9400000000000001,1638.94,61.6,1576.43,0.0,100.0,7,8,14
0.03,0.53,1388.5,57.5,1330.5,0.0,100.0,7,8,15
0.0,0.63,1057.57,71.83,985.11,0.0,100.0,7,8,16
0.0,0.11,593.6899999999999,32.33,561.25,0.0,100.0,7,8,17
0.1,0.14,155.52,64.88,90.65,0.05,100.0,7,8,18
10.870000000000001,6.77,30.92,39.72,0.53,5.23,100.0,7,8,19
14.91,0.53,5.5200000000000005,28.68,0.0,8.88,99.0,7,8,20
34.589999999999996,2.14,0.0,51.76,0.0,19.31,99.0,7,8,21
0.0,7.800000000000001,0.0,19.94,0.0,27.740000000000002,98.0,7,8,22
33.04,4.8500000000000005,0.0,58.03,0.0,29.84,98.0,7,8,23
43.9,4.1000000000000005,0.14,69.74,0.0,29.8,97.0,7,9,0
0.85,7.18,0.0,20.35,0.0,26.68,96.0,7,9,1
40.07,3.96,0.26,64.58,0.0,28.21,95.0,7,9,2
6.54,6.56,0.13,26.6,0.0,26.49,95.0,7,9,3
29.53,4.92,0.07,51.84,0.0,27.16,94.0,7,9,4
17.79,5.64,0.0,38.19,0.0,26.04,94.0,7,9,5
0.0,7.39,0.0,39.660000000000004,0.0,47.05,92.0,7,9,6
0.03,5.97,2.19,39.88,0.0,43.63,92.0,7,9,7
0.0,123.5,133.34,24.55,0.0,14.71,92.0,7,9,8
0.0,293.97,332.16,56.42,0.0,18.23,92.0,7,9,9
0.0,222.12,221.97,10.540000000000001,0.0,10.69,95.0,7,9,10
0.0,127.44,173.32999999999998,65.09,0.0,19.2,95.0,7,9,11
0.0,210.59,211.83,11.01,0.0,9.77,96.0,7,9,12
0.13,41.09,130.71,73.73,28.080000000000002,12.06,95.0,7,9,13
0.06,0.03,168.64000000000001,27.7,140.97,0.0,100.0,7,9,14
0.7,0.03,148.74,76.0,75.54,2.13,100.0,7,9,15
0.35,0.0,119.11,27.05,92.41,0.0,100.0,7,9,16
17.93,3.91,53.79,74.34,10.16,16.69,100.0,7,9,17
0.86,7.62,7.13,9.11,0.0,8.74,99.0,7,9,18
49.71,0.08,0.05,65.78,0.0,17.81,99.0,7,9,19
0.03,7.28,0.0,19.99,0.0,27.24,98.0,7,9,20
36.62,4.68,0.07,60.11,0.0,28.1,97.0,7,9,21
11.23,6.7,0.0,32.21,0.0,27.68,97.0,7,9,22
28.51,5.390000000000001,0.0,51.68,0.0,28.56,96.0,7,9,23
25.33,5.4399999999999995,0.0,46.58,0.0,27.69,71.0,7,10,0
